timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packet_size,packets,bytes,direction,tcp_flags
2025-09-01T23:46:13,192.168.172.195,172.28.142.193,TCP,63362,5432,259,5,1295,internal→external,ACK
2025-09-01T23:46:15,10.179.114.167,172.18.20.194,TCP,3057,143,437,6,2622,internal→external,SYN
2025-09-01T23:46:17,10.242.58.145,172.22.238.180,TCP,17817,3306,160,1,160,internal→external,SYN
2025-09-01T23:46:19,10.83.159.28,10.159.192.102,UDP,62724,47883,201,2,402,internal→internal,
2025-09-01T23:46:21,172.23.52.179,192.168.61.204,TCP,22,23778,292,1,292,external→internal,PSH
2025-09-01T23:46:23,192.168.6.218,172.29.250.28,ICMP,29435,3306,130,2,260,internal→external,
2025-09-01T23:46:25,10.222.90.188,192.168.247.120,ICMP,29569,55139,64,1,64,internal→internal,
2025-09-01T23:46:27,10.44.142.226,172.30.124.193,HTTP,31479,80,190,2,380,internal→external,PSH
2025-09-01T23:46:29,192.168.166.47,172.31.108.91,ICMP,53310,8080,113,2,226,internal→external,
2025-09-01T23:46:31,192.168.5.133,10.43.123.185,TCP,27659,33043,311,4,1244,internal→internal,PSH
2025-09-01T23:46:33,192.168.229.203,172.16.47.76,TCP,15546,5432,285,9,2565,internal→external,FIN
2025-09-01T23:46:35,172.31.176.109,192.168.180.180,TCP,6379,18778,234,1,234,external→internal,ACK
2025-09-01T23:46:37,192.168.61.191,10.98.110.190,TCP,32756,19144,77,1,77,internal→internal,FIN
2025-09-01T23:46:39,192.168.51.214,172.22.151.59,TLS,24674,443,240,1,240,internal→external,SYN
2025-09-01T23:46:41,192.168.23.250,172.17.149.179,TCP,62895,110,253,1,253,internal→external,PSH
2025-09-01T23:46:43,10.145.240.123,172.30.174.48,HTTP,64298,80,1072,1,1072,internal→external,SYN
2025-09-01T23:46:45,10.205.251.19,172.17.77.39,TLS,54183,443,218,1,218,internal→external,PSH
2025-09-01T23:46:47,10.213.115.199,192.168.230.233,TCP,30038,20511,293,2,586,internal→internal,"SYN,ACK"
2025-09-01T23:46:49,10.50.106.161,172.22.135.170,TLS,6344,443,485,1,485,internal→external,SYN
2025-09-01T23:46:51,10.209.230.177,172.31.149.9,TCP,16194,8080,384,4,1536,internal→external,FIN
2025-09-01T23:46:53,10.135.101.109,172.19.115.166,HTTP,10788,80,567,3,1701,internal→external,"PSH,ACK"
2025-09-01T23:46:55,10.157.147.113,172.19.239.177,DNS,20952,53,64,2,128,internal→external,
2025-09-01T23:46:57,192.168.224.21,10.221.165.155,HTTP,17432,2719,135,1,135,internal→internal,SYN
2025-09-01T23:46:59,10.137.20.196,10.240.226.235,TLS,19253,12918,174,3,522,internal→internal,"FIN,ACK"
2025-09-01T23:47:01,10.240.178.105,192.168.164.172,TCP,7879,57236,96,3,288,internal→internal,SYN
2025-09-01T23:47:03,192.168.18.117,172.18.161.65,TCP,22210,25,254,1,254,internal→external,"FIN,ACK"
2025-09-01T23:47:05,10.236.211.14,172.22.185.160,TCP,50598,6379,140,7,980,internal→external,PSH
2025-09-01T23:47:07,10.147.224.226,172.31.62.8,HTTP,64800,80,620,1,620,internal→external,PSH
2025-09-01T23:47:09,192.168.7.142,192.168.47.58,HTTP,56166,60853,152,7,1064,internal→internal,SYN
2025-09-01T23:47:11,172.20.255.239,192.168.139.107,TLS,443,55728,201,6,1206,external→internal,ACK
2025-09-01T23:47:13,10.196.97.236,172.20.35.71,UDP,51662,5432,398,5,1990,internal→external,
2025-09-01T23:47:15,192.168.1.73,192.168.250.222,TCP,10762,30288,116,3,348,internal→internal,PSH
2025-09-01T23:47:17,172.28.233.239,192.168.96.252,TCP,143,38497,93,1,93,external→internal,ACK
2025-09-01T23:47:19,192.168.242.181,172.28.197.254,DNS,44519,53,127,6,762,internal→external,
2025-09-01T23:47:21,10.253.18.33,192.168.51.224,HTTP,56404,29879,285,2,570,internal→internal,SYN
2025-09-01T23:47:23,10.209.79.20,172.31.135.87,TLS,41869,443,391,2,782,internal→external,FIN
2025-09-01T23:47:25,192.168.162.161,192.168.18.159,ICMP,5508,16409,140,6,840,internal→internal,
2025-09-01T23:47:27,10.46.222.251,10.51.227.43,ICMP,46506,20649,131,4,524,internal→internal,
2025-09-01T23:47:29,10.150.183.96,172.29.74.63,TLS,35834,443,162,1,162,internal→external,ACK
2025-09-01T23:47:31,10.40.195.159,172.23.254.234,HTTP,39241,80,281,6,1686,internal→external,SYN
2025-09-01T23:47:33,192.168.4.231,172.30.147.174,UDP,36845,110,291,1,291,internal→external,
2025-09-01T23:47:35,192.168.217.177,192.168.233.217,TCP,20823,14079,159,1,159,internal→internal,"FIN,ACK"
2025-09-01T23:47:37,192.168.183.148,172.25.151.6,DNS,65114,53,194,3,582,internal→external,
2025-09-01T23:47:39,10.25.254.214,172.25.117.156,DNS,53579,53,138,1,138,internal→external,
2025-09-01T23:47:41,172.24.70.161,10.20.158.202,TCP,6379,3210,136,1,136,external→internal,PSH
2025-09-01T23:47:43,192.168.167.192,172.29.89.52,HTTP,9685,80,392,4,1568,internal→external,"SYN,ACK"
2025-09-01T23:47:45,192.168.84.66,172.31.151.192,DNS,58066,53,158,3,474,internal→external,
2025-09-01T23:47:47,10.72.115.221,172.28.187.24,TCP,52842,5432,313,3,939,internal→external,SYN
2025-09-01T23:47:49,192.168.195.211,172.27.55.173,UDP,16347,6379,211,1,211,internal→external,
2025-09-01T23:47:51,192.168.113.166,10.237.154.167,TCP,27782,8670,155,1,155,internal→internal,SYN
2025-09-01T23:47:53,192.168.59.25,172.23.69.100,TLS,30753,443,233,6,1398,internal→external,ACK
2025-09-01T23:47:55,192.168.79.227,192.168.50.214,TLS,33093,41371,300,3,900,internal→internal,ACK
2025-09-01T23:47:57,192.168.111.114,172.30.120.219,TLS,24792,443,246,3,738,internal→external,SYN
2025-09-01T23:47:59,192.168.31.102,172.24.97.248,HTTP,9029,80,585,2,1170,internal→external,"PSH,ACK"
2025-09-01T23:48:01,10.10.25.202,172.26.124.254,DNS,9276,53,145,1,145,internal→external,
2025-09-01T23:48:03,10.110.119.85,172.20.1.71,HTTP,57280,80,146,1,146,internal→external,"FIN,ACK"
2025-09-01T23:48:05,10.56.13.34,172.16.183.203,TLS,52694,443,128,8,1024,internal→external,SYN
2025-09-01T23:48:07,10.64.215.135,172.19.32.122,TCP,30402,3306,326,8,2608,internal→external,PSH
2025-09-01T23:48:09,10.154.234.165,172.16.31.123,TCP,56552,5432,213,1,213,internal→external,ACK
2025-09-01T23:48:11,192.168.37.231,10.164.75.17,TCP,9294,19047,375,7,2625,internal→internal,PSH
2025-09-01T23:48:13,192.168.150.117,192.168.50.204,UDP,47015,8522,325,9,2925,internal→internal,
2025-09-01T23:48:15,10.220.231.228,10.211.173.212,DNS,30744,27155,117,5,585,internal→internal,
2025-09-01T23:48:17,192.168.160.171,172.24.191.245,TCP,11027,6379,147,5,735,internal→external,SYN
2025-09-01T23:48:19,10.190.66.143,172.17.168.172,DNS,9034,53,64,1,64,internal→external,
2025-09-01T23:48:21,192.168.26.248,192.168.159.91,TCP,7813,38898,278,7,1946,internal→internal,PSH
2025-09-01T23:48:23,10.179.188.30,172.24.115.207,TCP,29146,22,115,3,345,internal→external,PSH
2025-09-01T23:48:25,10.92.139.180,192.168.173.90,ICMP,1424,12912,84,3,252,internal→internal,
2025-09-01T23:48:27,172.28.35.37,10.46.110.97,DNS,53,28538,126,12,1512,external→internal,
2025-09-01T23:48:29,192.168.166.199,172.18.26.40,UDP,11340,22,253,6,1518,internal→external,
2025-09-01T23:48:31,192.168.248.156,172.30.212.70,HTTP,15151,80,123,4,492,internal→external,"SYN,ACK"
2025-09-01T23:48:33,192.168.249.135,172.25.23.57,TCP,26927,22,468,2,936,internal→external,SYN
2025-09-01T23:48:35,10.130.148.84,172.19.3.128,TCP,49980,5432,460,1,460,internal→external,SYN
2025-09-01T23:48:37,192.168.36.102,10.223.9.118,TCP,61393,6126,333,6,1998,internal→internal,"SYN,ACK"
2025-09-01T23:48:39,172.29.148.30,192.168.10.248,UDP,3306,12287,333,7,2331,external→internal,
2025-09-01T23:48:41,172.27.45.112,10.124.223.151,HTTP,80,27267,333,5,1665,external→internal,PSH
2025-09-01T23:48:43,192.168.113.86,172.21.39.131,TCP,42523,25,1500,3,4500,internal→external,PSH
2025-09-01T23:48:45,192.168.75.61,10.74.131.51,TCP,12394,40502,433,6,2598,internal→internal,SYN
2025-09-01T23:48:47,192.168.237.194,172.30.165.222,HTTP,64657,80,361,2,722,internal→external,PSH
2025-09-01T23:48:49,192.168.155.204,172.24.28.91,TCP,34272,25,153,3,459,internal→external,ACK
2025-09-01T23:48:51,192.168.39.166,172.18.196.119,UDP,39056,22,212,1,212,internal→external,
2025-09-01T23:48:53,10.164.243.129,10.31.230.27,TCP,54171,59949,981,1,981,internal→internal,"SYN,ACK"
2025-09-01T23:48:55,10.20.126.182,172.30.224.135,TLS,35282,443,79,3,237,internal→external,PSH
2025-09-01T23:48:57,192.168.209.199,192.168.26.203,TCP,42369,43445,184,1,184,internal→internal,ACK
2025-09-01T23:48:59,172.28.145.65,10.170.41.150,TCP,110,61103,470,2,940,external→internal,ACK
2025-09-01T23:49:01,192.168.66.153,10.158.192.165,TLS,52906,22551,159,3,477,internal→internal,"SYN,ACK"
2025-09-01T23:49:03,10.216.185.5,192.168.158.47,HTTP,63359,15061,367,1,367,internal→internal,ACK
2025-09-01T23:49:05,10.79.39.76,172.19.19.170,HTTP,23094,80,251,2,502,internal→external,"SYN,ACK"
2025-09-01T23:49:07,172.20.83.47,10.224.22.106,UDP,3306,45350,165,3,495,external→internal,
2025-09-01T23:49:09,192.168.229.60,10.158.240.232,HTTP,55753,13739,72,4,288,internal→internal,ACK
2025-09-01T23:49:11,192.168.144.200,192.168.214.248,TLS,11644,54559,273,1,273,internal→internal,SYN
2025-09-01T23:49:13,10.246.190.142,10.63.145.22,UDP,51035,11530,152,1,152,internal→internal,
2025-09-01T23:49:15,10.223.46.243,10.230.178.239,TCP,2771,28214,228,9,2052,internal→internal,SYN
2025-09-01T23:49:17,10.191.114.8,172.26.50.215,UDP,47862,3306,331,2,662,internal→external,
2025-09-01T23:49:19,192.168.241.179,172.20.240.115,HTTP,41351,80,411,1,411,internal→external,SYN
2025-09-01T23:49:21,10.216.56.199,172.25.121.78,TCP,9009,22,184,2,368,internal→external,SYN
2025-09-01T23:49:23,172.18.56.215,192.168.8.162,ICMP,143,48114,93,4,372,external→internal,
2025-09-01T23:49:25,192.168.123.147,172.29.95.171,TCP,44816,25,114,8,912,internal→external,PSH
2025-09-01T23:49:27,10.199.240.12,192.168.191.65,TCP,50000,2088,424,4,1696,internal→internal,ACK
2025-09-01T23:49:29,10.170.68.12,172.27.173.209,TCP,43150,110,874,2,1748,internal→external,"SYN,ACK"
2025-09-01T23:49:31,192.168.93.208,10.32.234.10,HTTP,20255,14235,454,1,454,internal→internal,SYN
2025-09-01T23:49:33,192.168.203.254,172.31.129.10,TCP,50391,143,523,1,523,internal→external,ACK
2025-09-01T23:49:35,192.168.139.32,172.27.223.228,DNS,27239,53,91,1,91,internal→external,
2025-09-01T23:49:37,192.168.173.250,10.254.254.95,HTTP,61599,53275,319,2,638,internal→internal,PSH
2025-09-01T23:49:39,10.220.92.140,192.168.164.27,HTTP,6271,22514,389,1,389,internal→internal,FIN
2025-09-01T23:49:41,172.29.85.177,192.168.179.115,TCP,22,48656,64,1,64,external→internal,"SYN,ACK"
2025-09-01T23:49:43,192.168.29.20,192.168.186.132,TCP,53524,50169,132,2,264,internal→internal,FIN
2025-09-01T23:49:45,192.168.17.33,172.18.120.200,TLS,43305,443,651,3,1953,internal→external,ACK
2025-09-01T23:49:47,172.20.230.243,192.168.190.114,TCP,25,38636,103,1,103,external→internal,SYN
2025-09-01T23:49:49,192.168.127.246,172.19.13.189,TCP,13216,6379,581,2,1162,internal→external,PSH
2025-09-01T23:49:51,192.168.228.55,172.25.251.52,TLS,9061,443,103,5,515,internal→external,SYN
2025-09-01T23:49:53,192.168.44.208,172.26.177.182,TCP,5279,8080,135,1,135,internal→external,"SYN,ACK"
2025-09-01T23:49:55,10.185.114.32,10.71.121.203,DNS,33400,2746,138,3,414,internal→internal,
2025-09-01T23:49:57,172.30.66.157,10.33.158.102,TCP,6379,35475,255,8,2040,external→internal,ACK
2025-09-01T23:49:59,172.20.162.165,10.230.238.175,TCP,3306,9434,194,3,582,external→internal,"SYN,ACK"
2025-09-01T23:50:01,172.21.66.111,10.63.78.78,HTTP,80,11814,633,2,1266,external→internal,SYN
2025-09-01T23:50:03,192.168.40.65,172.22.140.33,TLS,41985,443,116,2,232,internal→external,ACK
2025-09-01T23:50:05,10.78.87.169,172.26.21.212,UDP,57632,22,223,9,2007,internal→external,
2025-09-01T23:50:07,192.168.107.197,192.168.15.128,TCP,59285,42125,348,6,2088,internal→internal,PSH
2025-09-01T23:50:09,10.207.152.117,172.18.30.41,ICMP,29833,5432,131,1,131,internal→external,
2025-09-01T23:50:11,10.160.163.188,172.27.204.34,UDP,50874,3306,168,1,168,internal→external,
2025-09-01T23:50:13,10.238.62.69,172.30.126.37,UDP,7368,22,171,1,171,internal→external,
2025-09-01T23:50:15,192.168.127.247,172.21.167.240,TCP,38883,3306,407,3,1221,internal→external,SYN
2025-09-01T23:50:17,192.168.255.226,192.168.254.6,TCP,6925,62970,419,4,1676,internal→internal,ACK
2025-09-01T23:50:19,192.168.24.13,172.25.253.153,UDP,58848,6379,294,5,1470,internal→external,
2025-09-01T23:50:21,10.220.68.226,172.24.187.196,TCP,27451,3306,148,4,592,internal→external,SYN
2025-09-01T23:50:23,172.27.147.19,192.168.230.196,TCP,8080,55111,174,5,870,external→internal,"FIN,ACK"
2025-09-01T23:50:25,10.201.191.204,172.26.187.194,HTTP,10478,80,241,2,482,internal→external,SYN
2025-09-01T23:50:27,10.19.70.183,172.26.242.133,UDP,30973,110,262,4,1048,internal→external,
2025-09-01T23:50:29,192.168.163.42,172.28.153.152,UDP,23068,6379,339,5,1695,internal→external,
2025-09-01T23:50:31,10.188.169.173,172.19.213.150,HTTP,21187,80,216,2,432,internal→external,"SYN,ACK"
2025-09-01T23:50:33,10.242.135.248,10.26.245.44,HTTP,35380,42247,401,1,401,internal→internal,FIN
2025-09-01T23:50:35,10.16.56.49,172.16.225.81,HTTP,28469,80,398,6,2388,internal→external,SYN
2025-09-01T23:50:37,192.168.31.181,172.20.106.144,HTTP,22326,80,535,1,535,internal→external,"FIN,ACK"
2025-09-01T23:50:39,10.235.175.140,172.27.135.157,UDP,32755,143,247,6,1482,internal→external,
2025-09-01T23:50:41,192.168.115.242,172.25.147.181,TLS,14608,443,297,8,2376,internal→external,FIN
2025-09-01T23:50:43,192.168.147.32,172.28.202.210,UDP,23642,110,226,3,678,internal→external,
2025-09-01T23:50:45,10.177.226.168,172.24.245.55,TCP,14266,8080,149,1,149,internal→external,"PSH,ACK"
2025-09-01T23:50:47,10.124.25.172,172.23.119.14,HTTP,7590,80,858,1,858,internal→external,ACK
2025-09-01T23:50:49,10.2.80.105,172.31.244.167,HTTP,14095,80,490,4,1960,internal→external,"SYN,ACK"
2025-09-01T23:50:51,10.45.118.137,172.17.89.107,TCP,58842,110,393,4,1572,internal→external,"PSH,ACK"
2025-09-01T23:50:53,192.168.95.240,192.168.19.3,TCP,20579,38245,242,1,242,internal→internal,PSH
2025-09-01T23:50:55,192.168.252.228,172.20.239.70,TLS,13660,443,142,2,284,internal→external,"SYN,ACK"
2025-09-01T23:50:57,192.168.95.4,192.168.151.146,TCP,45221,50653,439,2,878,internal→internal,SYN
2025-09-01T23:50:59,172.28.218.132,192.168.44.103,UDP,25,13133,224,1,224,external→internal,
2025-09-01T23:51:01,10.3.133.99,172.23.228.193,TLS,18521,443,313,3,939,internal→external,"PSH,ACK"
2025-09-01T23:51:03,10.133.184.178,10.31.60.120,TCP,21130,11491,174,1,174,internal→internal,ACK
2025-09-01T23:51:05,192.168.60.164,192.168.188.158,UDP,15497,15384,283,1,283,internal→internal,
2025-09-01T23:51:07,192.168.191.107,172.31.111.196,TLS,17241,443,180,5,900,internal→external,FIN
2025-09-01T23:51:09,192.168.185.20,10.31.103.147,UDP,36194,10844,184,1,184,internal→internal,
2025-09-01T23:51:11,192.168.59.175,10.250.46.231,TCP,34471,30219,281,11,3091,internal→internal,"SYN,ACK"
2025-09-01T23:51:13,192.168.29.144,172.30.157.186,UDP,2450,5432,102,5,510,internal→external,
2025-09-01T23:51:15,10.37.23.109,172.27.32.139,TCP,4972,25,105,8,840,internal→external,"FIN,ACK"
2025-09-01T23:51:17,10.69.215.96,172.28.229.223,UDP,61128,5432,159,4,636,internal→external,
2025-09-01T23:51:19,10.178.60.46,192.168.65.187,TCP,65165,15618,215,3,645,internal→internal,"SYN,ACK"
2025-09-01T23:51:21,192.168.217.137,192.168.117.64,HTTP,31211,23709,409,1,409,internal→internal,SYN
2025-09-01T23:51:23,10.16.214.158,10.123.105.18,TCP,7636,39948,222,2,444,internal→internal,SYN
2025-09-01T23:51:25,10.125.22.103,192.168.119.139,UDP,15262,50463,241,1,241,internal→internal,
2025-09-01T23:51:27,192.168.119.209,172.26.164.61,DNS,20800,53,108,1,108,internal→external,
2025-09-01T23:51:29,10.211.153.71,10.89.218.143,DNS,33505,4096,132,4,528,internal→internal,
2025-09-01T23:51:31,192.168.163.179,192.168.209.39,TLS,20677,25695,148,3,444,internal→internal,SYN
2025-09-01T23:51:33,10.153.73.207,172.30.29.144,UDP,28069,5432,229,1,229,internal→external,
2025-09-01T23:51:35,10.130.104.85,172.18.230.217,UDP,25342,25,311,6,1866,internal→external,
2025-09-01T23:51:37,10.137.193.173,10.37.96.206,UDP,50942,39531,279,1,279,internal→internal,
2025-09-01T23:51:39,172.31.106.223,192.168.155.245,HTTP,80,60595,246,3,738,external→internal,SYN
2025-09-01T23:51:41,10.245.124.179,10.203.122.142,TLS,22101,51848,248,3,744,internal→internal,ACK
2025-09-01T23:51:43,172.25.133.93,192.168.238.26,UDP,6379,50938,329,3,987,external→internal,
2025-09-01T23:51:45,192.168.160.106,10.113.74.5,DNS,18114,37285,206,3,618,internal→internal,
2025-09-01T23:51:47,172.29.151.40,10.168.117.98,TLS,443,38365,154,6,924,external→internal,"SYN,ACK"
2025-09-01T23:51:49,192.168.131.196,192.168.251.118,UDP,12049,49046,910,1,910,internal→internal,
2025-09-01T23:51:51,192.168.94.235,172.17.17.215,HTTP,56513,80,150,1,150,internal→external,SYN
2025-09-01T23:51:53,10.211.70.216,172.23.34.182,DNS,10921,53,64,3,192,internal→external,
2025-09-01T23:51:55,192.168.30.159,172.31.249.5,TCP,1457,5432,178,1,178,internal→external,SYN
2025-09-01T23:51:57,192.168.8.129,172.29.91.28,UDP,61189,25,300,1,300,internal→external,
2025-09-01T23:51:59,192.168.181.69,172.28.40.96,UDP,63892,5432,754,5,3770,internal→external,
2025-09-01T23:52:01,10.153.41.168,172.17.47.104,UDP,25879,5432,142,7,994,internal→external,
2025-09-01T23:52:03,10.87.42.128,172.29.169.145,UDP,65074,25,328,5,1640,internal→external,
2025-09-01T23:52:05,10.108.243.70,10.38.143.231,DNS,36612,37954,67,7,469,internal→internal,
2025-09-01T23:52:07,192.168.8.247,172.22.73.193,ICMP,54808,5432,193,6,1158,internal→external,
2025-09-01T23:52:09,10.199.169.99,172.20.40.129,TLS,49878,443,496,11,5456,internal→external,"FIN,ACK"
2025-09-01T23:52:11,10.174.203.249,172.26.15.163,TCP,18936,6379,184,1,184,internal→external,ACK
2025-09-01T23:52:13,192.168.95.175,192.168.43.198,TCP,41565,20381,87,9,783,internal→internal,"SYN,ACK"
2025-09-01T23:52:15,10.194.78.190,172.28.162.93,HTTP,8006,80,551,5,2755,internal→external,SYN
2025-09-01T23:52:17,192.168.52.34,172.18.95.111,TLS,30439,443,228,2,456,internal→external,PSH
2025-09-01T23:52:19,10.181.47.153,172.26.197.4,UDP,20150,5432,514,1,514,internal→external,
2025-09-01T23:52:21,10.86.194.44,172.20.137.78,TCP,18614,6379,245,4,980,internal→external,SYN
2025-09-01T23:52:23,192.168.247.201,172.18.184.65,TCP,62904,143,251,8,2008,internal→external,FIN
2025-09-01T23:52:25,172.30.54.35,192.168.3.243,UDP,5432,22796,186,2,372,external→internal,
2025-09-01T23:52:27,192.168.225.86,172.29.69.77,DNS,22039,53,144,1,144,internal→external,
2025-09-01T23:52:29,192.168.160.46,192.168.163.75,UDP,49184,46568,263,1,263,internal→internal,
2025-09-01T23:52:31,10.166.192.72,192.168.186.30,ICMP,62107,37976,140,3,420,internal→internal,
2025-09-01T23:52:33,10.13.236.242,10.224.149.213,TCP,46429,5556,97,1,97,internal→internal,"SYN,ACK"
2025-09-01T23:52:35,192.168.71.163,172.25.123.65,HTTP,44190,80,526,3,1578,internal→external,SYN
2025-09-01T23:52:37,192.168.245.150,172.28.214.140,TCP,3433,3306,620,2,1240,internal→external,FIN
2025-09-01T23:52:39,172.18.55.197,10.181.85.166,DNS,53,41176,124,5,620,external→internal,
2025-09-01T23:52:41,192.168.169.248,192.168.54.3,TCP,7486,17980,842,6,5052,internal→internal,SYN
2025-09-01T23:52:43,172.23.228.96,192.168.237.198,HTTP,80,45559,701,2,1402,external→internal,PSH
2025-09-01T23:52:45,10.247.53.76,172.29.43.30,UDP,55505,110,360,4,1440,internal→external,
2025-09-01T23:52:47,10.247.178.122,172.19.224.185,TCP,46687,6379,556,1,556,internal→external,ACK
2025-09-01T23:52:49,10.11.175.166,10.84.124.133,TCP,12456,37193,461,2,922,internal→internal,SYN
2025-09-01T23:52:51,10.207.94.48,192.168.202.8,UDP,49349,41270,85,2,170,internal→internal,
2025-09-01T23:52:53,192.168.199.2,172.22.105.72,DNS,50328,53,109,2,218,internal→external,
